id,user_id,order_date,status
85,481,2026-01-22,completed
86,159,2026-05-24,completed
87,193,2026-06-14,completed
88,406,2026-03-26,returned
89,417,2026-02-02,completed
90,344,2026-06-29,shipped
91,425,2026-08-31,completed
92,379,2026-06-25,completed
93,468,2026-05-15,completed
94,48,2026-06-15,completed
95,344,2026-04-19,completed
96,261,2026-04-03,shipped
97,10,2026-04-03,completed
98,159,2026-02-16,completed
99,487,2026-02-24,completed
100,175,2026-08-31,return_pending
101,393,2026-05-05,returned
102,99,2026-02-27,shipped
103,71,2026-02-09,completed
104,40,2026-03-17,returned
105,433,2026-07-21,completed
106,52,2026-05-10,completed
107,395,2026-05-19,completed
108,428,2026-07-09,completed
109,453,2026-05-15,shipped
110,20,2026-06-19,completed
111,173,2026-08-13,completed
112,393,2026-06-08,completed
113,68,2026-06-02,placed
114,193,2026-02-09,completed
115,84,2026-02-16,returned
116,426,2026-06-27,completed
117,395,2026-06-09,completed
118,415,2026-08-20,completed
119,85,2026-07-04,shipped
120,225,2026-01-12,returned
121,211,2026-04-04,completed
122,347,2026-07-04,completed
123,122,2026-04-24,completed
124,313,2026-03-14,completed
125,386,2026-07-11,returned
126,402,2026-04-25,completed
127,120,2026-05-17,returned
128,123,2026-03-21,returned
129,495,2026-07-27,completed
130,402,2026-05-01,completed
131,463,2026-08-02,completed
132,100,2026-04-05,placed
133,348,2026-08-31,returned
134,293,2026-04-23,completed
135,237,2026-07-16,completed
136,145,2026-07-19,completed
137,196,2026-05-09,completed
138,271,2026-04-18,completed
139,495,2026-02-11,completed
140,419,2026-02-21,completed
141,411,2026-06-04,completed
142,71,2026-08-12,completed
143,129,2026-01-14,placed
144,329,2026-05-04,completed
145,448,2026-04-06,completed
146,284,2026-08-28,shipped
147,53,2026-07-02,completed
148,434,2026-05-13,completed
149,436,2026-02-01,completed
150,146,2026-01-22,completed
151,391,2026-02-11,completed
152,140,2026-04-26,shipped
153,464,2026-05-12,returned
154,76,2026-08-01,returned
155,224,2026-01-24,completed
156,485,2026-08-22,completed
157,114,2026-07-29,completed
158,231,2026-08-15,completed
159,179,2026-08-27,completed
160,14,2026-04-17,completed
161,28,2026-04-12,completed
162,258,2026-04-06,completed
163,121,2026-04-09,completed
164,42,2026-04-06,shipped
165,115,2026-01-08,completed
166,164,2026-08-27,completed
167,51,2026-08-03,shipped
168,366,2026-06-16,completed
169,172,2026-07-22,completed
170,75,2026-02-05,return_pending
171,20,2026-03-15,completed
172,470,2026-08-01,completed
173,242,2026-06-28,returned
174,426,2026-02-05,returned
175,389,2026-06-30,completed
176,241,2026-04-25,completed
177,316,2026-01-02,completed
178,464,2026-01-21,completed
179,10,2026-03-07,completed
180,111,2026-08-02,returned
181,77,2026-05-21,completed
182,482,2026-07-06,completed
183,312,2026-05-16,completed
184,217,2026-01-29,shipped
185,398,2026-03-15,completed
186,122,2026-03-19,returned
187,63,2026-01-13,returned
188,123,2026-04-18,completed
189,328,2026-07-23,returned
190,319,2026-04-28,completed
191,33,2026-01-29,completed
192,429,2026-08-20,completed
193,256,2026-06-02,completed
194,275,2026-01-05,returned
195,324,2026-05-12,completed
196,295,2026-03-03,returned
197,368,2026-02-06,shipped
198,150,2026-04-20,completed
199,1,2026-06-07,completed
200,181,2026-03-03,return_pending
201,293,2026-04-17,return_pending
202,96,2026-06-20,completed
203,343,2026-01-22,shipped
204,269,2026-04-03,completed
205,35,2026-05-15,return_pending
206,279,2026-05-10,returned
207,403,2026-05-10,completed
208,284,2026-01-06,return_pending
209,200,2026-08-12,returned
210,241,2026-01-12,completed
211,326,2026-04-10,completed
212,192,2026-03-06,completed
213,383,2026-01-05,completed
214,183,2026-07-21,completed
215,35,2026-03-30,shipped
216,124,2026-07-07,completed
217,337,2026-06-10,returned
218,54,2026-07-17,completed
219,298,2026-07-08,completed
220,388,2026-03-27,completed
221,69,2026-01-12,completed
222,181,2026-05-20,completed
223,174,2026-07-28,completed
224,330,2026-02-14,returned
225,426,2026-07-19,completed
226,351,2026-04-29,completed
227,357,2026-05-03,completed
228,324,2026-02-16,completed
229,416,2026-02-04,shipped
230,33,2026-07-03,completed
231,398,2026-08-30,completed
232,235,2026-01-10,completed
233,151,2026-02-21,completed
234,23,2026-07-22,completed
235,103,2026-08-15,shipped
236,22,2026-03-22,completed
237,478,2026-03-21,completed
238,264,2026-04-12,completed
239,418,2026-05-20,completed
240,243,2026-03-06,completed
241,19,2026-07-12,completed
242,332,2026-02-18,completed
243,147,2026-04-02,placed
244,442,2026-07-19,completed
245,25,2026-08-10,shipped
246,336,2026-03-26,returned
247,140,2026-02-01,completed
248,410,2026-04-05,returned
249,224,2026-08-16,returned
250,205,2026-07-10,completed
251,226,2026-08-18,returned
252,490,2026-04-09,placed
253,174,2026-02-17,completed
254,255,2026-06-27,completed
255,255,2026-04-05,completed
256,474,2026-07-24,completed
257,266,2026-03-10,completed
258,411,2026-01-22,completed
259,373,2026-04-19,placed
260,41,2026-04-21,completed
261,309,2026-07-30,completed
262,93,2026-05-20,completed
263,151,2026-03-24,completed
264,53,2026-01-21,returned
265,168,2026-06-19,completed
266,152,2026-03-20,shipped
267,229,2026-06-04,completed
268,368,2026-04-20,returned
269,86,2026-06-26,shipped
270,228,2026-03-31,return_pending
271,229,2026-01-11,completed
272,373,2026-08-11,completed
273,467,2026-04-01,completed
274,315,2026-04-22,returned
275,141,2026-06-13,completed
276,406,2026-08-31,completed
277,30,2026-01-20,completed
278,344,2026-06-13,completed
279,208,2026-04-04,returned
280,263,2026-07-25,completed
281,384,2026-06-23,completed
282,82,2026-01-08,returned
283,74,2026-08-06,completed
284,312,2026-06-23,completed
285,401,2026-04-23,completed
286,18,2026-02-02,completed
287,35,2026-03-02,returned
288,399,2026-06-15,completed
289,188,2026-04-03,completed
290,197,2026-05-26,completed
291,17,2026-06-04,shipped
292,79,2026-06-23,returned
293,231,2026-08-31,completed
294,190,2026-04-06,completed
295,228,2026-07-15,placed
296,40,2026-05-27,completed
297,71,2026-05-16,completed
298,188,2026-04-12,completed
299,161,2026-06-16,completed
300,143,2026-03-05,completed
301,492,2026-01-30,completed
302,14,2026-07-08,completed
303,96,2026-05-08,completed
304,266,2026-04-10,returned
305,468,2026-05-24,returned
306,61,2026-03-09,completed
307,397,2026-03-08,completed
308,361,2026-04-25,completed
309,110,2026-06-06,shipped
310,147,2026-06-27,placed
311,470,2026-05-06,completed
312,103,2026-02-01,completed
313,70,2026-08-07,completed
314,38,2026-04-26,completed
315,89,2026-08-19,completed
316,366,2026-04-24,completed
317,45,2026-07-27,completed
318,350,2026-08-05,completed
319,164,2026-06-20,returned
320,178,2026-07-01,completed
321,34,2026-05-21,completed
322,278,2026-03-16,completed
323,457,2026-03-18,returned
324,436,2026-02-10,completed
325,365,2026-07-01,completed
326,475,2026-06-29,completed
327,327,2026-02-14,returned
328,407,2026-04-03,return_pending
329,261,2026-02-27,completed
330,63,2026-02-21,completed
331,406,2026-02-05,completed
332,122,2026-07-22,completed
333,253,2026-01-07,completed
334,185,2026-05-22,placed
335,294,2026-04-05,completed
336,240,2026-07-25,completed
337,283,2026-02-03,returned
338,314,2026-08-15,placed
339,45,2026-01-17,completed
340,159,2026-04-12,completed
341,368,2026-07-04,completed
342,246,2026-05-15,placed
343,211,2026-07-16,completed
344,210,2026-07-30,completed
345,295,2026-01-19,returned
346,65,2026-03-23,completed
347,329,2026-01-19,return_pending
348,231,2026-04-30,completed
349,349,2026-05-13,completed
350,177,2026-02-02,completed
351,450,2026-08-01,completed
352,400,2026-05-22,completed
353,328,2026-05-31,completed
354,94,2026-07-16,returned
355,495,2026-02-03,completed
356,222,2026-05-09,returned
357,467,2026-08-11,returned
358,29,2026-08-01,completed
359,64,2026-05-13,completed
360,79,2026-03-19,returned
361,85,2026-02-11,returned
362,166,2026-08-28,shipped
363,364,2026-02-27,completed
364,178,2026-08-31,completed
365,482,2026-05-13,completed
366,459,2026-03-14,completed
367,434,2026-01-21,completed
368,129,2026-02-20,completed
369,326,2026-05-22,returned
370,141,2026-02-02,completed
371,321,2026-03-19,shipped
372,315,2026-05-17,shipped
373,48,2026-05-09,return_pending
374,329,2026-02-13,completed
375,304,2026-08-30,completed
376,298,2026-02-09,completed
377,88,2026-06-18,completed
378,320,2026-07-04,completed
379,462,2026-06-04,completed
380,173,2026-08-04,shipped
381,474,2026-05-25,completed
382,22,2026-07-31,completed
383,443,2026-01-08,completed
384,42,2026-01-12,returned
385,486,2026-06-14,completed
386,395,2026-05-28,returned
387,136,2026-06-16,completed
388,108,2026-07-16,completed
389,293,2026-04-17,completed
390,317,2026-06-13,completed
391,16,2026-05-08,completed
392,456,2026-06-10,return_pending
393,280,2026-03-16,completed
394,329,2026-03-19,completed
395,248,2026-03-04,completed
396,413,2026-07-26,placed
397,351,2026-04-14,completed
398,153,2026-04-27,completed
399,38,2026-06-26,completed
400,31,2026-02-10,completed
401,226,2026-04-17,completed
402,248,2026-04-29,completed
403,105,2026-03-29,completed
404,311,2026-02-06,completed
405,161,2026-08-09,returned
406,368,2026-03-23,returned
407,376,2026-08-09,completed
408,177,2026-04-13,completed
409,67,2026-07-14,returned
410,190,2026-05-12,completed
411,288,2026-01-28,completed
412,164,2026-03-03,completed
413,239,2026-02-01,completed
414,137,2026-04-26,shipped
415,127,2026-02-06,shipped
416,50,2026-01-13,returned
417,149,2026-08-31,completed
418,197,2026-08-10,completed
419,316,2026-04-18,completed
420,128,2026-08-10,completed
421,462,2026-02-10,completed
422,417,2026-03-25,completed
423,479,2026-05-28,shipped
424,370,2026-03-22,completed
425,98,2026-07-15,completed
426,82,2026-05-08,returned
427,264,2026-04-30,completed
428,256,2026-08-14,completed
429,158,2026-05-08,completed
430,12,2026-01-24,completed
431,484,2026-04-11,completed
432,259,2026-04-28,completed
433,495,2026-03-03,completed
434,111,2026-05-30,completed
435,181,2026-01-13,completed
436,26,2026-03-14,completed
437,254,2026-06-02,shipped
438,452,2026-08-04,completed
439,335,2026-06-22,completed
440,241,2026-03-15,returned
441,275,2026-01-03,returned
442,434,2026-01-28,completed
443,221,2026-02-04,completed
444,452,2026-03-09,completed
445,373,2026-04-04,shipped
446,392,2026-04-14,completed
447,188,2026-01-12,shipped
448,206,2026-01-14,completed
449,292,2026-05-24,returned
450,100,2026-04-03,returned
451,284,2026-03-15,completed
452,38,2026-04-09,completed
453,259,2026-04-26,completed
454,392,2026-05-21,completed
455,144,2026-07-31,completed
456,320,2026-06-24,returned
457,313,2026-01-31,completed
458,66,2026-01-25,completed
459,202,2026-04-06,completed
460,407,2026-03-28,completed
461,286,2026-08-29,completed
462,188,2026-07-13,completed
463,74,2026-02-20,placed
464,309,2026-05-11,completed
465,206,2026-05-09,completed
466,21,2026-01-12,completed
467,20,2026-02-05,completed
468,366,2026-03-27,completed
469,412,2026-05-02,completed
470,266,2026-04-27,shipped
471,77,2026-06-05,completed
472,458,2026-05-12,completed
473,72,2026-03-25,completed
474,477,2026-06-06,return_pending
475,164,2026-02-11,completed
476,202,2026-06-07,placed
477,379,2026-08-04,returned
478,154,2026-06-01,completed
479,173,2026-05-10,returned
480,425,2026-05-11,completed
481,273,2026-05-06,placed
482,363,2026-05-25,completed
483,154,2026-05-02,completed
484,418,2026-01-05,completed
485,189,2026-03-26,returned
486,345,2026-01-29,completed
487,214,2026-05-30,completed
488,158,2026-07-23,completed
489,461,2026-07-05,completed
490,447,2026-06-26,completed
491,323,2026-01-07,shipped
492,306,2026-05-02,completed
493,136,2026-06-17,completed
494,401,2026-07-18,returned
495,297,2026-05-28,completed
496,117,2026-07-04,completed
497,27,2026-05-30,completed
498,246,2026-02-13,completed
499,269,2026-06-11,completed
500,370,2026-06-08,completed
501,397,2026-08-04,completed
502,195,2026-02-07,completed
503,421,2026-06-24,return_pending
504,125,2026-01-09,returned
505,294,2026-08-31,completed
506,359,2026-01-29,completed
507,98,2026-01-05,completed
508,226,2026-03-22,returned
509,215,2026-02-08,returned
510,212,2026-06-26,completed
511,105,2026-04-16,returned
512,257,2026-07-18,returned
513,314,2026-08-24,completed
514,242,2026-08-12,completed
515,435,2026-07-08,completed
516,373,2026-01-16,completed
517,362,2026-02-05,completed
518,266,2026-02-23,shipped
519,288,2026-03-25,completed
520,340,2026-05-03,completed
521,270,2026-04-07,completed
522,161,2026-02-14,completed
523,236,2026-08-22,completed
524,273,2026-03-29,placed
525,280,2026-04-01,completed
526,347,2026-07-17,completed
527,445,2026-07-04,completed
528,349,2026-06-14,placed
529,412,2026-06-27,return_pending
530,136,2026-06-06,completed
531,248,2026-02-19,returned
532,491,2026-03-05,completed
533,143,2026-05-23,returned
534,153,2026-02-27,placed
535,483,2026-03-18,returned
536,395,2026-03-15,completed
537,361,2026-02-23,completed
538,354,2026-06-30,completed
539,251,2026-03-23,completed
540,246,2026-03-31,completed
541,287,2026-08-28,completed
542,479,2026-07-23,completed
543,370,2026-03-12,returned
544,148,2026-02-01,completed
545,294,2026-06-23,completed
546,279,2026-04-08,returned
547,459,2026-04-12,completed
548,420,2026-03-30,completed
549,489,2026-07-17,completed
550,412,2026-02-07,completed
551,149,2026-01-11,shipped
552,148,2026-07-02,completed
553,41,2026-03-30,shipped
554,474,2026-04-24,returned
555,336,2026-03-07,completed
556,383,2026-05-03,shipped
557,110,2026-02-21,returned
558,424,2026-05-18,shipped
559,139,2026-08-27,shipped
560,288,2026-06-28,completed
561,140,2026-02-05,completed
562,56,2026-06-07,completed
563,380,2026-05-31,completed
564,123,2026-03-04,returned
565,26,2026-06-21,completed
566,464,2026-05-16,completed
567,116,2026-06-13,completed
568,120,2026-01-14,placed
569,52,2026-04-16,completed
570,170,2026-07-03,completed
571,242,2026-01-26,completed
572,349,2026-07-17,completed
573,71,2026-01-02,returned
574,494,2026-05-21,returned
575,476,2026-02-10,placed
576,209,2026-06-17,returned
577,479,2026-08-14,completed
578,450,2026-05-02,completed
579,245,2026-06-16,completed
580,103,2026-07-13,completed
581,494,2026-03-15,shipped
582,165,2026-03-15,shipped
583,331,2026-01-16,completed
584,465,2026-07-16,completed
585,46,2026-06-16,shipped
586,294,2026-03-01,completed
587,274,2026-07-09,completed
588,371,2026-08-06,return_pending
589,480,2026-01-10,completed
590,468,2026-08-24,completed
591,90,2026-04-17,shipped
592,452,2026-08-03,completed
593,91,2026-08-28,placed
594,471,2026-01-10,completed
595,429,2026-04-12,completed
596,404,2026-05-07,completed
597,96,2026-08-28,completed
598,384,2026-08-12,returned
599,475,2026-03-16,shipped
600,449,2026-01-10,completed
601,5,2026-03-18,placed
602,291,2026-06-04,completed
603,55,2026-08-26,completed
604,172,2026-03-14,completed
605,233,2026-06-14,returned
606,279,2026-05-15,completed
607,253,2026-08-16,completed
608,481,2026-02-04,completed
609,436,2026-05-10,completed
610,240,2026-03-11,shipped
611,99,2026-07-27,completed
612,58,2026-03-26,completed
613,84,2026-07-07,returned
614,235,2026-06-15,completed
615,132,2026-07-03,return_pending
616,96,2026-01-04,completed
617,378,2026-03-28,completed
618,405,2026-03-17,completed
619,291,2026-06-22,completed
620,388,2026-02-19,completed
621,90,2026-06-06,completed
622,439,2026-06-13,shipped
623,460,2026-04-14,completed
624,424,2026-04-20,returned
625,264,2026-03-25,shipped
626,45,2026-04-13,completed
627,343,2026-01-25,completed
628,95,2026-02-05,completed
629,245,2026-03-24,completed
630,480,2026-03-05,completed
631,4,2026-03-08,completed
632,197,2026-03-02,returned
633,229,2026-07-12,returned
634,137,2026-03-26,completed
635,155,2026-05-30,completed
636,371,2026-05-27,completed
637,6,2026-03-08,placed
638,335,2026-04-03,completed
639,355,2026-03-02,completed
640,32,2026-06-20,return_pending
641,61,2026-04-30,shipped
642,158,2026-02-10,completed
643,208,2026-06-25,shipped
644,258,2026-08-25,returned
645,459,2026-08-16,completed
646,361,2026-07-17,returned
647,160,2026-06-26,placed
648,61,2026-06-13,completed
649,470,2026-08-29,completed
650,152,2026-04-05,completed
651,315,2026-02-26,completed
652,113,2026-02-04,returned
653,245,2026-02-09,completed
654,233,2026-07-11,returned
655,311,2026-04-06,completed
656,213,2026-06-29,completed
657,282,2026-08-22,return_pending
658,242,2026-07-13,completed
659,276,2026-07-25,returned
660,341,2026-07-31,completed
661,112,2026-07-15,completed
662,127,2026-06-24,completed
663,387,2026-06-02,shipped
664,448,2026-07-21,completed
665,42,2026-05-15,completed
666,229,2026-05-16,completed
667,361,2026-04-03,completed
668,40,2026-08-23,completed
669,289,2026-01-29,returned
670,32,2026-08-01,completed
671,281,2026-08-20,completed
672,259,2026-02-21,returned
673,294,2026-05-18,return_pending
674,77,2026-02-12,shipped
675,168,2026-08-07,completed
676,267,2026-04-24,completed
677,60,2026-06-24,completed
678,106,2026-07-03,completed
679,299,2026-05-06,completed
680,47,2026-08-19,returned
681,262,2026-04-25,shipped
682,415,2026-01-15,completed
683,233,2026-02-03,completed
684,263,2026-04-17,return_pending
685,234,2026-05-25,shipped
686,30,2026-05-24,completed
687,237,2026-06-22,completed
688,414,2026-03-20,completed
689,371,2026-01-06,completed
690,203,2026-03-07,completed
691,419,2026-01-01,completed
692,382,2026-02-25,completed
693,297,2026-01-19,completed
694,24,2026-04-19,completed
695,177,2026-06-29,shipped
696,33,2026-05-19,completed
697,31,2026-08-28,completed
698,458,2026-01-18,shipped
699,479,2026-05-01,completed
700,17,2026-03-15,completed
701,210,2026-02-16,placed
702,394,2026-02-04,shipped
703,393,2026-06-14,completed
704,374,2026-06-15,completed
705,494,2026-04-18,returned
706,192,2026-08-17,completed
707,196,2026-04-25,completed
708,446,2026-08-23,completed
709,465,2026-04-07,completed
710,193,2026-01-21,return_pending
711,350,2026-06-19,completed
712,448,2026-05-19,shipped
713,69,2026-06-17,completed
714,441,2026-03-31,completed
715,61,2026-02-15,completed
716,276,2026-04-11,completed
717,271,2026-02-02,completed
718,373,2026-02-27,completed
719,428,2026-01-01,completed
720,388,2026-01-06,shipped
721,153,2026-04-29,returned
722,345,2026-07-04,completed
723,279,2026-04-19,completed
724,273,2026-04-08,completed
725,422,2026-02-28,returned
726,127,2026-04-28,completed
727,178,2026-02-09,returned
728,142,2026-02-18,return_pending
729,480,2026-08-13,returned
730,372,2026-07-15,completed
731,58,2026-01-09,completed
732,415,2026-06-19,completed
733,215,2026-06-07,returned
734,393,2026-08-28,returned
735,453,2026-08-16,returned
736,9,2026-03-03,returned
737,106,2026-01-18,placed
738,52,2026-06-02,completed
739,18,2026-04-25,shipped
740,307,2026-06-22,completed
741,361,2026-08-12,completed
742,25,2026-03-04,shipped
743,380,2026-01-12,completed
744,206,2026-04-23,completed
745,120,2026-05-19,completed
746,112,2026-07-13,completed
747,443,2026-07-18,completed
748,29,2026-02-05,completed
749,258,2026-03-16,completed
750,120,2026-07-28,shipped
751,470,2026-07-07,completed
752,295,2026-03-23,completed
753,296,2026-06-03,completed
754,396,2026-06-22,completed
755,420,2026-03-24,completed
756,122,2026-03-19,completed
757,449,2026-02-06,completed
758,339,2026-05-14,return_pending
759,114,2026-04-16,shipped
760,154,2026-03-12,completed
761,32,2026-05-23,completed
762,486,2026-06-01,placed
763,451,2026-07-08,returned
764,467,2026-02-14,completed
765,321,2026-06-23,completed
766,219,2026-05-23,completed
767,254,2026-01-13,completed
768,498,2026-03-30,completed
769,483,2026-06-14,completed
770,344,2026-04-08,completed
771,403,2026-05-15,completed
772,164,2026-06-28,shipped
773,214,2026-04-15,completed
774,77,2026-03-18,completed
775,193,2026-02-17,completed
776,387,2026-05-18,completed
777,243,2026-03-03,completed
778,435,2026-02-27,return_pending
779,154,2026-08-08,completed
780,363,2026-02-06,completed
781,413,2026-04-29,completed
782,469,2026-01-15,return_pending
783,288,2026-04-16,return_pending
784,496,2026-04-17,returned
785,286,2026-05-16,returned
786,69,2026-04-10,completed
787,125,2026-03-07,shipped
788,105,2026-03-26,completed
789,332,2026-01-21,completed
790,473,2026-04-26,completed
791,434,2026-04-05,completed
792,48,2026-05-18,completed
793,371,2026-08-01,completed
794,98,2026-01-14,completed
795,138,2026-04-07,completed
796,345,2026-06-04,returned
797,309,2026-01-11,completed
798,448,2026-01-19,completed
799,97,2026-07-25,completed
800,390,2026-05-31,completed
801,371,2026-06-21,completed
802,287,2026-02-25,completed
803,246,2026-02-23,return_pending
804,446,2026-08-21,completed
805,171,2026-03-19,returned
806,490,2026-08-21,return_pending
807,8,2026-02-24,completed
808,480,2026-02-18,returned
809,493,2026-07-09,returned
810,61,2026-07-11,completed
811,387,2026-05-03,completed
812,469,2026-03-04,returned
813,357,2026-06-04,shipped
814,361,2026-02-22,completed
815,204,2026-08-23,completed
816,123,2026-05-22,completed
817,165,2026-07-18,completed
818,145,2026-04-08,completed
819,239,2026-05-17,completed
820,333,2026-04-02,completed
821,158,2026-03-08,returned
822,185,2026-05-12,completed
823,452,2026-05-08,completed
824,239,2026-01-26,completed
825,412,2026-07-04,completed
826,241,2026-07-14,placed
827,430,2026-03-23,shipped
828,469,2026-02-22,completed
829,190,2026-03-22,returned
830,212,2026-01-12,completed
831,289,2026-08-10,completed
832,114,2026-07-09,completed
833,75,2026-01-05,returned
834,134,2026-05-22,completed
835,479,2026-05-30,completed
836,297,2026-07-04,completed
837,214,2026-03-17,completed
838,79,2026-02-20,completed
839,169,2026-02-28,completed
840,195,2026-05-26,placed
841,427,2026-03-04,completed
842,256,2026-05-21,shipped
843,336,2026-08-30,completed
844,351,2026-03-28,returned
845,132,2026-07-15,completed
846,421,2026-05-06,completed
847,495,2026-07-05,completed
848,329,2026-07-09,completed
849,252,2026-04-28,completed
850,87,2026-07-07,completed
851,408,2026-04-01,completed
852,87,2026-02-05,completed
853,369,2026-05-20,completed
854,251,2026-02-17,completed
855,470,2026-08-16,completed
856,278,2026-06-14,return_pending
857,491,2026-01-16,return_pending
858,269,2026-01-09,completed
859,430,2026-08-05,returned
860,39,2026-08-30,completed
861,419,2026-06-21,placed
862,25,2026-07-15,completed
863,4,2026-04-16,completed
864,71,2026-08-04,completed
865,323,2026-03-01,completed
866,35,2026-07-01,completed
867,78,2026-01-03,completed
868,112,2026-05-10,completed
869,234,2026-04-06,completed
870,31,2026-06-08,completed
871,327,2026-06-20,completed
872,479,2026-06-07,completed
873,468,2026-05-04,completed
874,338,2026-05-05,returned
875,9,2026-01-02,return_pending
876,273,2026-05-22,completed
877,211,2026-01-04,completed
878,9,2026-05-16,completed
879,370,2026-03-12,completed
880,275,2026-03-15,completed
881,9,2026-05-09,completed
882,417,2026-06-28,completed
883,346,2026-04-21,completed
884,413,2026-08-29,completed
885,466,2026-02-15,shipped
886,55,2026-08-24,completed
887,50,2026-05-15,completed
888,77,2026-03-03,returned
889,99,2026-06-08,completed
890,270,2026-03-06,completed
891,418,2026-04-01,returned
892,137,2026-07-23,completed
893,204,2026-01-21,completed
894,192,2026-04-14,completed
895,236,2026-05-25,shipped
896,125,2026-06-28,completed
897,116,2026-03-18,completed
898,351,2026-07-31,completed
899,435,2026-01-21,completed
900,335,2026-08-08,completed
901,333,2026-07-14,completed
902,17,2026-01-24,completed
903,208,2026-04-08,completed
904,194,2026-05-22,completed
905,244,2026-01-15,completed
906,327,2026-01-03,shipped
907,360,2026-02-13,completed
908,43,2026-05-08,completed
909,433,2026-04-22,returned
910,331,2026-07-20,completed
911,170,2026-05-25,shipped
912,440,2026-01-25,completed
913,459,2026-05-16,completed
914,471,2026-01-11,returned
915,118,2026-02-24,completed
916,462,2026-08-11,completed
917,355,2026-08-16,completed
918,291,2026-05-02,completed
919,139,2026-01-12,completed
920,474,2026-01-20,return_pending
921,351,2026-08-25,returned
922,144,2026-08-19,completed
923,279,2026-05-25,return_pending
924,337,2026-01-09,placed
925,92,2026-08-26,completed
926,436,2026-03-22,returned
927,9,2026-02-23,returned
928,301,2026-02-06,returned
929,386,2026-07-30,completed
930,365,2026-07-30,completed
931,204,2026-08-26,completed
932,40,2026-03-18,completed
933,84,2026-05-25,return_pending
934,124,2026-05-26,completed
935,428,2026-08-06,completed
936,200,2026-06-23,completed
937,460,2026-05-19,completed
938,170,2026-04-09,completed
939,387,2026-07-09,returned
940,72,2026-07-22,completed
941,353,2026-07-05,completed
942,41,2026-05-09,completed
943,382,2026-03-30,completed
944,28,2026-01-26,completed
945,224,2026-03-01,returned
946,430,2026-01-20,completed
947,175,2026-06-04,returned
948,394,2026-06-07,completed
949,489,2026-06-02,returned
950,204,2026-07-18,placed
951,168,2026-01-08,completed
952,325,2026-03-11,completed
953,402,2026-04-26,completed
954,252,2026-02-28,completed
955,183,2026-05-22,returned
956,482,2026-04-07,completed
957,222,2026-02-17,return_pending
958,349,2026-05-30,completed
959,339,2026-04-08,placed
960,44,2026-07-17,shipped
961,317,2026-03-17,completed
962,409,2026-03-05,completed
963,366,2026-01-19,completed
964,43,2026-03-10,completed
965,79,2026-04-08,shipped
966,365,2026-07-20,completed
967,325,2026-02-09,returned
968,379,2026-04-10,completed
969,163,2026-04-03,return_pending
970,55,2026-01-24,completed
971,3,2026-08-30,completed
972,158,2026-04-24,completed
973,185,2026-07-14,completed
974,139,2026-01-27,completed
975,68,2026-01-23,completed
976,96,2026-04-21,completed
977,230,2026-05-23,shipped
978,285,2026-05-12,shipped
979,209,2026-01-27,completed
980,14,2026-01-23,completed
981,182,2026-05-22,completed
982,48,2026-06-02,returned
983,307,2026-07-20,returned
984,167,2026-08-10,completed
985,198,2026-01-04,completed
986,150,2026-04-16,completed
